Operating Revenue ID	Local Government Operating Revenue	State Government Operating Revenue	Federal Government Operating Revenue	Other Operating Revenue
7207	24550	16425	0	50414
7208	69227	12188	0	11394
7209	160758	64535	8406	90374
7210	244469	52196	0	109123
7211	14000	18675	0	80925
7212	755395	129090	5000	59033
7213	471268	77659	0	50559
7214	5857100	2328550	2892	794478
7215	570000	57405	0	32413
7216	126411	30182	0	8853
7217	76738	28715	0	223074
7218	917354	115914	0	40787
7219	6000	4676	0	40655
7220	508000	49862	0	59897
7221	437659	96560	0	49956
7222	38853	14618	0	74373
7223	2179981	182371	0	177687
7224	981888	111541	0	149368
7225	50000	22688	0	82173
7226	239507	15508	0	132658
7227	467304	36216	0	108705
7228	534851	70031	0	163347
7229	170700	14765	0	38427
7230	2793472	1645418	0	477453
7231	290000	109422	0	185109
7232	655347	127325	0	272729
7233	1064809	82527	0	39985
7234	1761162	83646	0	30040
7235	720783	77954	0	62826
7236	19931	20677	7395	19386
7237	5464052	1117141	0	526567
7238	120623	101750	0	67494
7239	101407	69137	161787	75051
7240	652446	61351	0	207109
7241	57577	45953	0	44091
7242	425640	96962	18000	252730
7243	156064	53664	0	50778
7244	85430	73846	5075	87876
7245	49356	43294	0	50130
7246	590976	88194	0	256626
7247	42962	26961	0	41324
7248	1119500	100956	18000	239777
7249	220458	82460	0	203797
7250	185411	85778	740	89807
7251	25037	18530	0	72629
7252	92390	40833	0	64891
7253	369812	112471	18103	36368
7254	47384	16538	13464	16959
7255	253262	35758	0	152238
7256	40874	20025	12622	29764
7257	108113	21882	10500	11955
7258	65226	19376	10500	3092
7259	1094398	153169	0	166272
7260	443552	37853	0	46327
7261	65959	9378	10500	3338
7262	205501	50899	0	134989
7263	287642	51360	11439	170966
7264	98038	44604	0	128622
7265	207341	37880	0	61796
7266	102831	20542	10500	25186
7267	31979	14456	0	17584
7268	883079	98024	236	188274
7269	120485	23029	0	2622
7270	469043	98304	0	60290
7271	68403	18111	8642	6017
7272	762677	74118	0	100013
7273	135618	23277	0	129510
7274	97477	15606	10500	4315
7275	2527200	1128326	10500	163291
7276	365619	37567	1972	30939
7277	70493073	7683200	159423	3467662
7278	28350	18077	0	14375
7279	72321	63567	9237	247942
7280	17694	20262	0	22264
7281	41146	23851	0	24956
7282	23880	13192	7216	32437
7283	29680	13794	3907	44607
7284	20524	21962	8785	93533
7285	22475	12858	6427	36819
7286	120000	89044	1475	119741
7287	11251	24250	0	44924
7288	2915	11784	0	27927
7289	25799	15574	957	27609
7290	10760	14411	9920	32451
7291	7910	19451	0	72336
7292	128123	331330	23406	168467
7293	38330	27715	0	23245
7294	3160	11199	0	16579
7295	14993	32351	8486	108988
7296	5160	7933	0	3346
7297	3400	7372	0	14635
7298	10023	21899	5494	49069
7299	167471	31713	0	18069
7300	266910	39243	2898	36428
7301	496115	53807	0	75347
7302	406220	77535	23398	88371
7303	39446	16334	0	62111
7304	291825	282523	0	248863
7305	28650	16334	0	5249
7306	4865782	1375083	10198	200609
7307	24871	25141	2610	15628
7308	18328	20668	0	8735
7309	8383	11893	0	26159
7310	5799	6317	0	51109
7311	175061	58787	3882	27736
7312	29473	17832	4953	79982
7313	53176	48781	0	123351
7314	11292	38564	0	79279
7315	110332	36557	0	69972
7316	2650	10675	10121	23812
7317	2460	27041	1358	153836
7318	1000	11029	0	31958
7319	55981	25188	8834	14429
7320	1533145	119758	0	198707
7321	4337164	193448	0	553813
7322	732279	61335	0	24167
7323	604000	52717	0	146945
7324	634632	81110	0	107220
7325	53415	242466	27434	153405
7326	32072	41371	4577	234996
7327	59970	61693	50203	35532
7328	20856	18976	0	18808
7329	30329	19514	466	26352
7330	19862	26216	0	60397
7331	68916	5329	0	50243
7332	800	5714	0	17976
7333	52996	22332	0	37197
7334	5853	6871	4344	25207
7335	115545	57554	0	40611
7336	103728	66904	0	48851
7337	343399	56314	0	81221
7338	74128	42216	0	207648
7339	95677	15663	0	287423
7340	86081	22388	0	41812
7341	11000	6695	0	30922
7342	2385	7970	0	16767
7343	184729	34871	0	61017
7344	24914	14723	0	13537
7345	138509	18730	0	87581
7346	189605	51968	0	45613
7347	68560	53812	0	162738
7348	51143	47976	0	58922
7349	172935	25866	0	71321
7350	169323	270046	0	332899
7351	19491	6336	0	4587
7352	26852	13177	0	17370
7353	45331	16480	8347	140770
7354	20416	9053	0	22984
7355	19504	12581	0	46642
7356	227947	5090	0	24560
7357	89747	26117	0	5618
7358	18953	11638	0	5679
7359	13998	9519	0	24949
7360	13203	8660	0	21023
7361	419627	363807	61479	207271
7362	17758	27796	0	172014
7363	64973	6525	0	21847
7364	124409	59277	0	129279
7365	52135	75221	0	97777
7366	50810	40332	0	52269
7367	74500	8374	0	28409
7368	59840	236810	850	18398
7369	1021659	72939	0	52621
7370	40085	23622	2030	36019
7371	509531	400236	27127	546789
7372	1832051	238371	3893	24136
7373	604298	95195	5593	220083
7374	282805	73614	0	13139
7375	578588	256431	0	14178
7376	16200	7347	0	12956
7377	310993	121618	5961	105979
7378	129730	57201	5177	45564
7379	35000	6233	0	210909
7380	32997	9560	0	29833
7381	158126	100442	0	99173
7382	1220611	550479	0	382972
7383	490000	0	0	124567
7384	487000	66825	0	65907
7385	189233	33804	1938	31723
7386	11599	6763	0	24248
7387	11895	9376	0	31310
7388	46692	3504	0	15099
7389	2922	11596	0	54387
7390	1510952	342043	0	69638
7391	641044	129784	0	22261
7392	607290	95864	0	15397
7393	53500	33686	0	4334
7394	105946	14022	0	75227
7395	208000	47837	0	53750
7396	988735	215315	0	4878
7397	2400420	541118	0	87336
7398	1205823	270331	0	54540
7399	486875	121963	0	65013
7400	1626478	403334	0	0
7401	209038	41703	0	5300
7402	140219	31569	0	9950
7403	188249	39302	0	16327
7404	128321	32372	0	17981
7405	60000	16724	0	23352
7406	60000	17361	0	36728
7407	302216	80467	0	25000
7408	499366	120380	0	24737
7409	917719	191841	0	3004
7410	138211	29670	0	20000
7411	615423	135566	0	15694
7412	548173	123055	0	17269
7413	365739	78316	0	0
7414	1721025	378526	0	266402
7415	1177893	224993	0	71437
7416	3000	13001	0	69163
7417	824396	171750	0	20147
7418	298137	63341	0	16567
7419	1546968	315244	0	231498
7420	463296	103446	0	61723
7421	279412	394786	311719	2981557
7422	94827	26138	0	55869
7423	214875	47585	0	29154
7424	216286	49896	0	33101
7425	472885	114985	0	8829
7426	744849	154672	0	77669
7427	854910	203946	0	88090
7428	462037	94109	0	15000
7429	240332	56561	0	49774
7430	2981648	665107	0	42450
7431	0	15750	0	71707
7432	132650	27126	0	7012
7433	632000	147770	0	86163
7434	496810	270491	0	923545
7435	866423	197423	0	42083
7436	3345000	1109670	110988	451944
7437	6000	24313	0	31195
7438	2626278	425124	4000	256674
7439	376700	225000	3000	0
7440	4322241	233907	12289	190996
7441	4200499	202791	26596	125052
7442	2930436	237698	3000	0
7443	493264	75000	16070	13535
7444	1154460	0	1000	73000
7445	14536176	437761	15751	671544
7446	805926	75000	23921	47520
7447	690475	75000	1216	7417
7448	375151	75000	22904	30000
7449	558500	75000	1866	0
7450	724241	75000	1000	27544
7451	1173298	85851	14408	41337
7452	393086	75000	1000	0
7453	2655258	170694	815	160102
7454	463834	75000	1010	14491
7455	3605622	171106	1743	0
7456	1295557	75370	50038	89850
7457	12683122	564031	24613	562394
7458	3702646	336614	0	0
7459	789912	77122	5164	10424
7460	1008938	95815	0	108106
7461	812802	83171	1250	79095
7462	159179	75000	0	15281
7463	7051148	327989	3811	297334
7464	101841	75000	0	16924
7465	649412	75000	1134	34094
7466	280243	75000	7550	10000
7467	1309098	92841	5121	22749
7468	1142321	115626	3572	0
7469	2837240	149030	1000	8000
7470	22970884	490660	17773	1311165
7471	10681460	355383	0	301997
7472	1060226	134320	24208	72250
7473	274172	75000	1000	29735
7474	408220	75000	1000	19327
7475	4962800	282591	250	157416
7476	359696	75000	1000	45045
7477	113843	75000	1000	0
7478	205865	76275	4000	14918
7479	1576707	71168	3000	139366
7480	3800	0	0	1922
7481	67430	0	0	944
7482	202714	0	0	15527
7483	989669	0	0	56109
7484	222045	0	0	6955
7485	86083	0	0	5048
7486	161692	0	0	3919
7487	118177	0	0	656
7488	32310	0	0	4455
7489	117195	0	0	5601
7490	88525	0	0	7195
7491	14540	0	0	0
7492	28550	0	0	1220
7493	79039	0	0	1088
7494	478312	0	0	6139
7495	40094	0	0	150
7496	50465	0	0	714
7497	31253	0	0	8700
7498	47928	0	0	1309
7499	570380	0	0	13263
7500	46244	0	0	860
7501	674624	0	0	0
7502	103577	0	0	48
7503	981760	0	0	44711
7504	20080	0	0	469
7505	73025	0	0	3975
7506	7625	0	0	212
7507	18120	0	0	0
7508	261305	0	0	9771
7509	137845	0	0	6166
7510	25000	0	0	414
7511	71547	0	0	1971
7512	682392	0	0	10906
7513	23763	0	0	0
7514	25200	0	0	0
7515	22785	0	0	1132
7516	71000	0	0	69534
7517	56458	0	0	1067
7518	36917	0	0	159
7519	752070	0	0	69181
7520	23550	0	0	37
7521	25634	0	0	2372
7522	70045	0	0	11872
7523	75000	0	0	6659
7524	9880	0	0	347
7525	29064	0	0	32706
7526	71975	0	0	865
7527	50115	0	0	292
7528	10809	0	0	872
7529	31000	0	0	910
7530	1108150	0	0	10876
7531	20000	0	0	0
7532	135000	0	0	0
7533	7497	0	0	780
7534	13560	0	0	0
7535	70650	0	0	1903
7536	12007	0	0	244
7537	123566	0	0	4447
7538	29325	0	0	140
7539	11600	0	0	407
7540	103083	0	0	2189
7541	37775	0	0	300
7542	769560	0	0	14535
7543	15200	0	0	35
7544	50562	0	0	8521
7545	55810	0	0	0
7546	26892	0	0	717
7547	16537	0	0	1509
7548	18003	0	0	260
7549	55648	0	0	463
7550	12506	0	0	810
7551	105808	0	0	5604
7552	127556	0	0	10745
7553	46890	0	0	1400
7554	41838	0	0	0
7555	32775	0	0	0
7556	52817	0	0	1840
7557	3421942	0	0	76679
7558	49070	0	0	0
7559	223970	0	0	0
7560	184081	0	0	9093
7561	127302	0	0	2652
7562	72590	0	0	1500
7563	87244	0	0	1200
7564	225828	0	0	8796
7565	54689	0	0	258
7566	178794	0	0	428
7567	27125	0	0	750
7568	358666	0	0	30756
7569	336961	0	0	13126
7570	28500	0	0	2245
7571	63912	0	0	525
7572	31028	0	0	5153
7573	4842	0	0	1249
7574	10325	0	0	1600
7575	78328	0	0	670
7576	3090	0	0	444
7577	4859	0	0	490
7578	20550	0	0	6604
7579	16314	0	0	730
7580	6730279	0	0	220205
7581	53843	0	0	0
7582	176542	0	0	15998
7583	13674	0	0	5572
7584	7000	0	380000	0
7585	21211	0	0	4247
7586	7580	0	0	2169
7587	133000	0	0	0
7588	60000	0	0	5000
7589	25000	0	7000	30
7590	65700	0	0	2450
7591	33945	0	0	7945
7592	178789	0	2369	35857
7593	187097	0	1000	21804
7594	302806	0	1750	20045
7595	81523	0	350	4170
7596	633337	0	0	29503
7597	102080	0	3053	0
7598	145327	0	1000	28776
7599	1918365	0	1250	36105
7600	2236045	0	0	192024
7601	279661	1735	1750	23215
7602	605063	0	2000	27450
7603	88689	0	0	6583
7604	207500	0	0	17671
7605	82248	0	0	2460
7606	212944	0	1500	5215
7607	106641	0	0	6931
7608	31837	0	800	598
7609	164000	4500	0	53855
7610	82716	0	0	3278
7611	11328	0	0	0
7612	107189	0	700	12183
7613	98648	0	0	0
7614	17054	0	0	1901
7615	240100	0	735	16396
7616	27089	0	0	650
7617	70495	0	1221	8731
7618	101965	0	1400	3782
7619	85246	0	0	2450
7620	150544	0	2250	8853
7621	186312	0	0	8101
7622	13204	0	1088	10273
7623	11000	0	0	5144
7624	282927	0	0	27727
7625	80682	0	0	6436
7626	128022	0	1750	5217
7627	62397	0	0	13067
7628	50347	0	1500	2868
7629	155900	0	1400	4783
7630	138109	0	2250	14264
7631	154155	0	0	13515
7632	1216200	0	2351	101035
7633	117309	0	1500	36687
7634	325891	0	0	22755
7635	59555	0	808	6553
7636	210794	0	1468	7807
7637	234803	0	1750	68491
7638	1799040	0	2601	224609
7639	278390	0	1500	32334
7640	146070	0	1516	33257
7641	450743	0	0	6939
7642	449982	0	1500	9326
7643	297467	0	1419	49418
7644	184566	0	2000	19061
7645	89016	0	1000	8955
7646	2378209	0	4162	167177
7647	81898	0	0	7810
7648	625555	0	2250	62503
7649	1415509	0	0	0
7650	1240837	0	0	32497
7651	172767	0	0	11769
7652	147129	0	0	7500
7653	30850	0	397	1164
7654	274555	0	8400	34198
7655	514000	0	1500	63399
7656	64085	0	0	6420
7657	132780	0	332	5388
7658	94843	0	844	6383
7659	1242840	0	2000	41357
7660	207000	0	1976	7232
7661	73323	0	539	19989
7662	220859	0	2100	36291
7663	77427	0	2147	8102
7664	190377	0	1490	6228
7665	196422	0	2500	8000
7666	251149	0	2100	2189
7667	282000	0	2803	159067
7668	521292	0	3555	24523
7669	205129	0	1184	11024
7670	271690	0	1750	32082
7671	80231	0	873	20196
7672	66148	0	0	1852
7673	27500	0	1383	22438
7674	154450	0	1485	14443
7675	206345	0	2500	30267
7676	75000	0	0	40723
7677	102951	0	0	4431
7678	61442	0	0	1230
7679	1106635	0	5001	51721
7680	91589	0	1050	7277
7681	61630	0	0	4427
7682	161034	0	1500	8597
7683	138621	100000	1301	45699
7684	133821	0	1812	12424
7685	47683	0	0	3643
7686	801349	0	0	84558
7687	100943	0	1500	7863
7688	133238	0	0	7197
7689	473377	0	0	27640
7690	119664	0	1230	1990
7691	205040	0	1400	1000
7692	1861983	0	0	438695
7693	342672	0	2966	31175
7694	233458	0	1586	1924
7695	230661	0	1620	38694
7696	593253	0	1876	0
7697	671483	0	2750	25000
7698	400486	0	1249	0
7699	438572	0	1750	13698
7700	606091	0	5994	20816
7701	793194	0	4000	27453
7702	1628400	0	5239	160145
7703	52500	0	700	53491
7704	168122	0	960	72236
7705	52195	0	0	12670
7706	5771950	48700	4882	364117
7707	12598351	51900	0	366929
7708	14861237	43359	2174	460342
7709	24086545	133500	10698	1221657
7710	183798	0	900	3561
7711	654289	0	0	32221
7712	41196	0	0	199
7713	422060	0	1250	46702
7714	93049	0	1500	2451
7715	114343	0	2000	6126
7716	107129	0	386	3204
7717	39098	0	2377	4647
7718	12029	0	0	1521
7719	142805	0	0	5021
7720	219188	0	1750	12114
7721	1487813	0	0	110629
7722	1197382	0	0	111898
7723	295279	0	0	18534
7724	199300	0	0	8895
7725	24124	0	0	0
7726	418363	0	0	41353
7727	81099	0	0	11258
7728	12604	0	0	2390
7729	645576	0	0	31230
7730	10776	0	0	3862
7731	12976	0	523	1661
7732	21778	0	1613	8295
7733	12128	0	0	1080
7734	15004	0	0	285
7735	67984	0	1499	14110
7736	58000	0	0	1600
7737	8008	0	0	1254
7738	80569	0	1202	165
7739	85946	0	540	1675
7740	57452	0	609	17278
7741	116383	0	1988	8033
7742	13229	0	0	1168
7743	8008	0	0	1060
7744	19455	0	0	158
7745	8008	0	0	14
7746	27525	0	385	6354
7747	14165	0	0	115
7748	45096	0	729	4269
7749	66512	0	1399	6863
7750	35323	0	0	0
7751	51615	0	0	774
7752	28159	0	0	384
7753	71087	0	1348	4710
7754	19789	0	0	5719
7755	27285	0	0	15428
7756	23324	0	2000	2303
7757	43000	0	0	1782
7758	41915	0	358	736
7759	53849	0	700	99706
7760	47200	0	0	0
7761	17073	0	1859	2875
7762	17073	0	1786	6181
7763	17073	0	1589	2484
7764	52445	0	344	2255
7765	33935	0	407	768
7766	37020	0	888	1835
7767	60699	0	1345	1028
7768	17210	0	0	30136
7769	9320	0	0	3951
7770	53808	2012	640	10479
7771	34202	0	1590	481
7772	55055	0	2171	1356
7773	31041	0	1500	3744
7774	12750	0	0	3889
7775	55967	0	0	4059
7776	3250	0	0	29168
7777	535012	0	0	4975
7778	18028	0	0	434
7779	662989	0	0	31289
7780	21774123	0	0	384780
7781	202365	0	0	4339
7782	53690	0	0	1408
7783	517384	0	0	2133
7784	849591	0	0	0
7785	588936	0	0	16413
7786	42702	0	0	128
7787	696843	0	0	10295
7788	5508740	0	0	171465
7789	682737	0	0	7694
7790	243885	0	0	5025
7791	84080	0	0	3640
7792	27000	0	0	419053
7793	358057	0	0	0
7794	92563	0	0	6254
7795	356526	0	0	0
7796	131780	0	0	16075
7797	533614	0	0	13091
7798	734398	0	0	36894
7799	12250	0	0	145084
7800	6176716	0	0	458216
7801	392344	0	0	11143
7802	18000	0	0	3191
7803	1551622	0	0	41141
7804	172879	238	0	15231
7805	9622038	0	0	252704
7806	64268	0	0	6149
7807	98899	0	0	613
7808	237233	0	0	50500
7809	138522	0	0	4500
7810	11682	0	0	13115
7811	374862	0	0	41203
7812	1673701	0	0	2886
7813	56500	0	0	22142
7814	40457	0	0	8025
7815	1616261	0	8987	8563
7816	147828	0	0	173
7817	140833	0	0	16148
7818	10920	0	0	9060
7819	303167	0	0	23489
7820	148205	0	0	14948
7821	68195	0	0	2629
7822	112877	0	0	6778
7823	362479	0	0	18593
7824	18637753	0	0	0
7825	317281	0	0	0
7826	1111484	0	0	52563
7827	174156	0	0	0
7828	382277	608	0	38918
7829	2605499	0	0	868995
7830	55692	0	0	12254
7831	5153498	0	0	0
7832	250000	0	0	3515
7833	143012	0	0	5732
7834	1850730	0	0	86862
7835	261563	0	0	31514
7836	255951	0	0	13882
7837	95857	0	0	10000
7838	215851	0	0	3710
7839	7246942	0	201934	197844
7840	280133	0	0	56348
7841	538247	0	0	37956
7842	2199442	0	0	12014
7843	43186	0	0	36144
7844	1690213	0	0	0
7845	544186	0	0	11892
7846	103663	0	0	0
7847	299484	0	0	24043
7848	22542	0	0	215
7849	37930	0	0	7362
7850	16920	0	0	405
7851	7700	0	0	11013
7852	155538	0	0	47000
7853	1191334	0	0	46372
7854	30000	0	0	34426
7855	597180	0	0	0
7856	1110088	0	0	11865
7857	86479	0	0	773
7858	38986	0	0	1200
7859	164178	0	0	37079
7860	377655	0	0	0
7861	936107	0	0	24975
7862	130638	0	0	7883
7863	341192	0	0	10040
7864	608032	0	0	0
7865	400526	0	0	0
7866	132923	0	0	11765
7867	222691	0	0	1579
7868	2500	0	0	113284
7869	37915630	0	97000	1388935
7870	187569	0	0	9768
7871	24219871	0	75058	470022
7872	150613	0	0	50
7873	536427	0	0	8017
7874	2091464	0	0	0
7875	45174	0	0	1300
7876	258601	0	0	0
7877	119913	0	0	1000
7878	103162	0	0	0
7879	6085855	0	0	99985
7880	2473850	0	0	32333
7881	31448359	0	34300	985277
7882	49500	0	0	51409
7883	317670	0	0	11408
7884	90320	0	0	0
7885	120091	0	0	2060
7886	136352	0	0	9450
7887	104404	0	0	31747
7888	249776	0	0	3744
7889	1336075	0	0	15647
7890	498108	0	0	0
7891	27861	0	0	949
7892	107415	0	0	10923
7893	182475	0	0	4436
7894	716458	0	0	36997
7895	395772	0	0	10958
7896	1467854	0	0	8266
7897	544683	0	0	6000
7898	106622	0	0	8839
7899	111556	0	0	13655
7900	428042	0	0	99572
7901	15129	0	0	487
7902	130622	0	0	39550
7903	160382	0	0	6126
7904	265705	0	0	13085
7905	115905	0	0	0
7906	239930	0	0	15995
7907	207303	0	0	0
7908	272594	0	0	0
7909	207083	0	0	5273
7910	3987285	0	0	0
7911	1944927	0	0	91186
7912	15000	0	0	31103
7913	288871	0	0	10825
7914	241104	0	0	0
7915	2063306	0	0	1200
7916	483390	0	0	14278
7917	135802	0	0	0
7918	328139	0	0	0
7919	432341	0	0	34311
7920	337584	0	0	78000
7921	1719194	0	0	18891
7922	185491	0	0	21171
7923	103064	0	0	38752
7924	3680836	0	0	0
7925	605314	0	0	220351
7926	142238	0	0	0
7927	114600	0	0	32856
7928	230905	0	0	5913
7929	91530	0	0	1500
7930	813124	0	0	7704
7931	122794	0	0	27108
7932	40875	0	2500	31286
7933	514829	0	0	15676
7934	98732	0	0	111181
7935	19930	0	0	19349
7936	25000	0	0	49792
7937	81157	0	0	2925
7938	2916050	0	0	0
7939	53599	0	0	1041
7940	48175	0	0	0
7941	42260	0	0	25795
7942	440326	0	0	44369
7943	1883467	0	0	9481
7944	172142	0	2000	59254
7945	2661984	0	0	4757
7946	207204	0	0	0
7947	385658	0	0	18700
7948	1224710	0	0	8011
7949	311627	0	0	0
7950	624664	0	0	34377
7951	89268	0	0	4800
7952	348579	0	0	8500
7953	178250	0	0	12829
7954	30000	0	0	22159
7955	169649	0	0	0
7956	10800	0	0	1984
7957	479410	0	0	22979
7958	265759	0	0	54668
7959	331480	0	0	99153
7960	441443	0	0	47197
7961	114889	0	0	7977
7962	1779391	0	0	55225
7963	50152	0	0	3221
7964	1882506	0	0	34034
7965	80735	0	0	3682
7966	1578564	0	0	0
7967	2533679	0	0	46457
7968	192951	0	0	17791
7969	403150	0	0	4027
7970	211186	0	0	0
7971	14183	0	0	4232
7972	100500	0	0	43610
7973	697103	0	0	4702
7974	491627	0	0	37500
7975	245978	0	0	2621
7976	665138	0	0	0
7977	495788	0	0	0
7978	2605345	0	0	332918
7979	3222732	0	0	17002
7980	196586	0	0	0
7981	295847	0	0	6166
7982	1166252	0	0	3000
7983	129699	0	0	765
7984	5960	0	0	202200
7985	178054	0	0	24434
7986	214047	0	0	4000
7987	1317112	0	0	27841
7988	409394	0	0	0
7989	10826158	0	0	74931
7990	312485	0	0	0
7991	247322	0	0	19999
7992	1185626	0	0	2340
7993	216107	720	0	13940
7994	531839	0	0	20739
7995	521380	0	0	7200
7996	445130	0	0	15000
7997	88391	0	0	0
7998	200824	10833	0	301508
7999	59898	0	0	4559
8000	18400	0	0	54468
8001	25189	0	0	3258
8002	104709	0	0	9375
8003	140000	0	0	0
8004	75217	0	0	76503
8005	3546866	0	0	23576
8006	319524	0	0	5000
8007	14182095	0	0	67293
8008	626443	0	0	17303
8009	64749	0	0	9861
8010	163938	0	0	0
8011	595609	0	0	0
8012	19605	0	0	82
8013	156656	0	0	1347
8014	193209	0	0	16142
8015	1084799	0	0	17107
8016	15073	0	0	2544
8017	235795	0	0	10407
8018	2376139	0	0	0
8019	104375	0	0	0
8020	2326096	0	0	129197
8021	33673358	0	0	1055664
8022	162592	0	0	16889
8023	280838	0	0	0
8024	1542987	0	0	30900
8025	40535	0	0	22351
8026	297768	0	0	25444
8027	58339	0	0	3471
8028	217298	0	0	2298
8029	836476	0	0	41000
8030	37500	0	0	25438
8031	639336	0	0	39251
8032	419421	675	0	2948
8033	30904	0	0	2943
8034	13700	0	0	17300
8035	160686	0	0	2689
8036	58297	0	0	0
8037	845073	0	0	0
8038	195695	0	0	0
8039	184598	0	0	2843
8040	228009	0	0	44378
8041	399199	0	0	17549
8042	185574	0	0	2598
8043	410226	0	0	32582
8044	77639	0	0	2836
8045	72600	0	0	16272
8046	57477	0	0	8817
8047	220799	0	0	8883
8048	123326	0	0	0
8049	209573	0	0	28414
8050	48394	0	0	42407
8051	50422	0	0	13140
8052	441356	0	0	0
8053	144980	0	0	6275
8054	1574843	0	0	838
8055	588675	0	0	10699
8056	784807	79551	0	28270
8057	1227763	0	0	4364
8058	984523	0	0	5000
8059	81982	0	0	6904
8060	804878	0	0	47546
8061	82294	0	0	0
8062	1417713	0	0	61646
8063	262000	0	0	103870
8064	159183	0	0	8309
8065	114800	0	0	1941
8066	113764	0	0	11353
8067	2137798	0	0	0
8068	205912	0	0	27103
8069	3332164	0	0	137318
8070	263711	0	0	18459
8071	120675	0	0	6793
8072	1019142	0	0	183734
8073	1094894	0	0	0
8074	108566	0	0	0
8075	110676	0	0	39738
8076	751664	0	0	4432
8077	894966	0	0	95295
8078	57131	0	0	1719
8079	461164	0	0	0
8080	411159	0	0	1504
8081	221434	0	0	3678
8082	50367	0	0	7563
8083	1540225	0	0	47056
8084	10060	0	0	12878
8085	14000	0	0	19511
8086	1542070	0	0	0
8087	112361	0	0	4535
8088	246078	0	0	1040
8089	70855	0	0	10941
8090	281065	1250	0	12829
8091	345399	0	0	24044
8092	11600	0	0	17801
8093	124116	0	0	0
8094	1052353	0	0	3500
8095	187303	0	0	0
8096	828086	288	0	6507
8097	1943955	0	0	8481
8098	958466	0	0	2165
8099	15250	0	0	1085
8100	97650	0	0	0
8101	25957	0	0	300
8102	101233	0	0	21611
8103	736644	112	0	67281
8104	541427	0	0	32969
8105	1144950	0	0	16155
8106	294966	0	0	32151
8107	171542	0	0	1000
8108	57843	0	0	1872
8109	105422	0	0	0
8110	170112	0	0	1413
8111	9000	0	0	17463
8112	816226	0	0	18195
8113	2262773	0	0	151226
8114	99904	0	0	5
8115	129528	0	0	0
8116	448614	0	0	36897
8117	32627	0	0	4844
8118	257656	0	0	5446
8119	421043	0	0	17252
8120	68175	0	0	5500
8121	28000	0	0	937
8122	17000	0	0	364
8123	224663	0	0	6459
8124	21036	0	0	711
8125	581657	0	0	58921
8126	271360	0	0	2010
8127	32482	0	0	500
8128	172534	0	0	11886
8129	9000	0	0	16755
8130	118840	0	0	11909
8131	1091556	0	0	77954
8132	9325	0	0	51445
8133	164911	0	0	4958
8134	45000	0	0	13620
8135	1377671	0	0	14332
8136	136715	0	0	45588
8137	294210	0	0	2235
8138	108602	0	0	0
8139	299126	0	0	10854
8140	80892	0	0	3693
8141	4106731	0	0	0
8142	136620	0	0	5088
8143	41435	0	0	230
8144	688493	0	0	2725
8145	238002	0	0	30286
8146	2608038	0	0	46527
8147	82020	0	0	0
8148	146464	0	0	0
8149	816058	0	0	53493
8150	781444	0	0	254596
8151	122365	0	0	10306
8152	81979	0	0	0
8153	285420	0	0	0
8154	2526776	0	0	5508
8155	112319	0	0	15033
8156	385895	0	0	7344
8157	556284	0	0	58882
8158	118166	0	0	16875
8159	3489766	0	0	10199
8160	587793	0	0	117111
8161	198575	0	0	0
8162	1183997	426	0	28010
8163	54000	0	0	42399
8164	62381	0	7850	175485
8165	36521	0	0	8498
8166	64610	0	0	6635
8167	5100	0	0	6156
8168	70000	0	0	6000
8169	33163	0	0	39520
8170	515895	0	0	10290
8171	282893	0	0	40321
8172	84664	0	0	2315
8173	103364	0	7425	115628
8174	196153	0	0	8052
8175	194022	0	0	24844
8176	124148	0	0	0
8177	113591	0	0	68223
8178	47500	0	0	120347
8179	9164097	0	0	230831
8180	463836	0	0	39658
8181	3777303	0	0	24756
8182	138318	0	0	6302
8183	3708293	0	0	26753
8184	441150	0	0	13105
8185	76200	0	0	19582
8186	184042	0	0	0
8187	126543	0	0	59486
8188	88967	0	0	2572
8189	5500	0	0	23180
8190	110023	0	0	0
8191	64680	0	0	8187
8192	123205	0	0	1282
8193	101062	0	0	88834
8194	25000	0	0	71779
8195	152133	0	0	17064
8196	204855	0	0	4255
8197	16750	0	0	0
8198	26667	0	0	2024
8199	55513	0	0	1788
8200	75217	0	0	3119
8201	107415	0	0	12240
8202	75560	0	0	2460
8203	46154	0	0	25224
8204	507750	0	0	6799
8205	193616	0	0	11180
8206	30742	0	0	0
8207	161127	0	0	2757
8208	119786	0	5209	0
8209	27500	0	0	35799
8210	370676	0	0	19672
8211	220496	0	0	5000
8212	44894	0	0	3108
8213	15000	0	0	3858
8214	14336	0	0	432
8215	13943	0	0	10776
8216	141041	0	0	2207
8217	37013	0	0	2002
8218	34324	0	0	0
8219	26876	0	0	2479
8220	15000	0	0	62115
8221	5325	0	0	50509
8222	16000	0	0	41425
8223	22435	0	0	398
8224	179933	0	0	20351
8225	93916	0	0	3878
8226	140629	0	0	7990
8227	95315	0	0	1185
8228	19747	0	0	295
8229	44684	0	0	0
8230	167451	0	0	2380
8231	158450	0	0	2500
8232	28300	0	0	46860
8233	225712	0	0	0
8234	17379	0	0	0
8235	3706249	0	0	0
8236	20000	0	0	35990
8237	40000	0	0	106594
8238	9900	0	0	6237
8239	11549	0	0	2055
8240	4059644	0	0	26050
8241	169092	0	0	15350
8242	332853	0	0	6842
8243	5100	0	0	32313
8244	98940	0	0	945
8245	496478	0	0	125909
